Do,sigun,myeon,ri,region_symbol,x_coordinate_1st,y_coordinate_1st,dbh_3rd,height_3rd,crown_width_leftright_2nd,crown_width_updown_2nd,crown_class_3rd
강원도,홍천군,북방면,북방1리,북부04,12.5,2.2,29.4,21.5,5,5.2,우세목
강원도,홍천군,북방면,북방1리,북부04,6.6,2.5,30.8,21,4.3,5.9,준우세목
강원도,홍천군,북방면,북방1리,북부04,2.5,4,31.4,20.2,4.4,4.6,준우세목
강원도,홍천군,북방면,북방1리,북부04,10.2,7.1,43.5,23,6.7,6.6,우세목
강원도,홍천군,북방면,북방1리,북부04,19.3,6.5,25,18.8,3.6,4.9,중간목
강원도,홍천군,북방면,북방1리,북부04,14.1,11.3,40.3,19.6,5.4,5.2,우세목
강원도,홍천군,북방면,북방1리,북부04,1.7,11.4,27.5,19.9,3.3,4.2,준우세목
강원도,홍천군,북방면,북방1리,북부04,11,13.9,20,17.7,2.9,4.4,중간목
강원도,홍천군,북방면,북방1리,북부04,17.2,16.9,33.7,22.7,4.4,5.3,준우세목
강원도,홍천군,북방면,북방1리,북부05,14.3,0.84,15.5,10.4,4.6,4,피압목
강원도,홍천군,북방면,북방1리,북부05,19.5,0.6,31.2,17.7,5.3,5.3,우세목
강원도,홍천군,북방면,북방1리,북부05,16.12,5.05,24,16.1,3.5,4.4,우세목
강원도,홍천군,북방면,북방1리,북부05,6.12,4.71,6.1,7.5,1.3,1.3,피압목
강원도,홍천군,북방면,북방1리,북부05,7.85,5.75,22,17.1,5.3,3.7,우세목
강원도,홍천군,북방면,북방1리,북부05,17.68,11.63,22.2,17.4,4.2,3.6,우세목
강원도,홍천군,북방면,북방1리,북부05,7.52,8.81,15.7,16.6,2.5,2.5,중간목
강원도,홍천군,북방면,북방1리,북부05,1.05,8.84,13.1,13.1,2.2,2.6,중간목
강원도,홍천군,북방면,북방1리,북부05,10.05,12.21,24.2,16.8,3.7,3.3,우세목
강원도,홍천군,북방면,북방1리,북부05,19.14,14.84,12.6,13.7,3.7,1.8,피압목
강원도,홍천군,북방면,북방1리,북부05,1.52,12.04,25,16.6,3.7,3.2,우세목
강원도,홍천군,북방면,북방1리,북부05,3.02,14.89,19.9,16.1,2.7,3,준우세목
강원도,홍천군,북방면,북방1리,북부05,4.48,16.84,26.1,18.5,3.6,3.6,우세목
강원도,홍천군,북방면,북방1리,북부05,19.02,18.48,17.8,15.6,4,3.5,준우세목
강원도,춘천시,동산면,원창리,북부06,0.7,2.2,27.6,19.1,6.4,7.2,준우세목
강원도,춘천시,동산면,원창리,북부06,5.6,1.8,33.8,18.3,7.1,7.6,우세목
강원도,춘천시,동산면,원창리,북부06,10.5,5.7,32.3,20.7,8,7.8,우세목
강원도,춘천시,동산면,원창리,북부06,1.6,10.6,25.6,20,6.8,6.9,우세목
강원도,춘천시,동산면,원창리,북부06,10.6,12.3,35.8,19.8,8.4,8.2,우세목
강원도,춘천시,동산면,원창리,북부06,7.8,14.7,20.2,17.8,6,5.6,중간목
강원도,춘천시,동산면,원창리,북부06,2.9,12.7,33.2,20.3,7.9,7.1,우세목
강원도,춘천시,동산면,원창리,북부06,5.5,15.7,28.5,18.7,6.3,7.3,준우세목
강원도,춘천시,동산면,원창리,북부06,4.6,19.9,31.4,19.5,6.8,7.2,우세목
강원도,춘천시,동산면,원창리,북부06,12.6,17.5,25.6,18.4,6.6,7,준우세목
강원도,춘천시,동산면,원창리,북부07,1.7,0.6,14.3,16.1,2.1,2.8,중간목
강원도,춘천시,동산면,원창리,북부07,15,0.3,27.5,17.9,5.9,4.8,준우세목
강원도,춘천시,동산면,원창리,북부07,4,6.4,14.6,18.6,1.7,2,피압목
강원도,춘천시,동산면,원창리,북부07,2.1,6.7,25.2,19.8,4.5,3.9,우세목
강원도,춘천시,동산면,원창리,북부07,0.2,4.6,18.3,19.2,2.5,2.8,우세목
강원도,춘천시,동산면,원창리,북부07,5.7,9.4,23.5,19.4,3.2,3.2,준우세목
강원도,춘천시,동산면,원창리,북부07,15.3,12.9,33.6,21,5.2,5,우세목
강원도,춘천시,동산면,원창리,북부07,8.9,13.9,20.4,17.2,3,2.6,피압목
강원도,춘천시,동산면,원창리,북부07,8.9,16.4,30.3,20.4,4.5,5.2,우세목
강원도,춘천시,동산면,원창리,북부07,48.8,20.7,27.4,20.4,4.9,5,중간목
강원도,춘천시,동산면,원창리,북부07,47.7,18,36.6,22.2,5.3,6.1,준우세목
강원도,춘천시,동산면,원창리,북부07,45.9,23.5,30.4,20.4,4.9,4.5,우세목
강원도,춘천시,동산면,원창리,북부07,44,10.3,29.1,22.2,5.4,5.5,우세목
강원도,춘천시,동산면,원창리,북부07,35.9,10.9,21.1,19.3,3.5,3.3,준우세목
강원도,춘천시,동산면,원창리,북부07,34.9,6.3,22.8,20.4,4.7,3.7,중간목
강원도,춘천시,동산면,원창리,북부07,32.1,14.4,34.8,21.1,7,6.3,우세목
강원도,춘천시,동산면,원창리,북부07,32.9,8.4,38.6,22,6.4,6.6,우세목
강원도,춘천시,동산면,원창리,북부07,33.5,2,19.1,19.1,3.4,4,준우세목
강원도,춘천시,동산면,원창리,북부07,31,10.7,25.3,19.1,5.5,4.7,우세목
강원도,춘천시,동산면,원창리,북부07,29.5,21.5,31,18.6,4.1,4.9,우세목
강원도,춘천시,동산면,원창리,북부07,26.6,22.6,22.8,15.5,3.4,3.9,피압목
강원도,춘천시,동산면,원창리,북부07,25.5,16.5,24,18.8,3.8,4.6,중간목
강원도,춘천시,동산면,원창리,북부07,2.8,31.1,39.6,21.4,6.6,7.5,우세목
강원도,춘천시,동산면,원창리,북부07,7,37.6,31.8,21.3,7.7,8.1,우세목
강원도,춘천시,동산면,원창리,북부07,11.7,43.3,22.7,18.6,3.5,4.7,준우세목
강원도,춘천시,동산면,원창리,북부07,13.4,31.4,34.1,21.8,6.1,5.6,우세목
강원도,춘천시,동산면,원창리,북부07,17.4,34.7,30.9,20.1,4.5,5.7,우세목
강원도,춘천시,동산면,원창리,북부07,15.2,43.5,26.9,20.6,4.5,4.5,준우세목
강원도,춘천시,동산면,원창리,북부07,18.5,49.2,18.5,21,2.3,2.6,준우세목
강원도,춘천시,동산면,원창리,북부07,20,27.1,31,23.1,5.1,5.1,우세목
강원도,춘천시,동산면,원창리,북부07,21.4,29.8,24.1,19.4,3.4,5,우세목
강원도,춘천시,동산면,원창리,북부07,23.3,45.4,23,22.1,2.8,4.7,준우세목
경기도,양평군,청운면,가현리,북부08,9.7,1.8,19.8,12.5,5.8,4.7,우세목
경기도,양평군,청운면,가현리,북부08,4.9,4.5,19.4,11.3,8.1,5.3,우세목
경기도,양평군,청운면,가현리,북부08,9.8,4.9,22.1,12.3,5.8,6.3,우세목
경기도,양평군,청운면,가현리,북부08,6,6.3,18.4,10.9,5.9,4.9,우세목
경기도,양평군,청운면,가현리,북부08,8,9.5,12.6,10.7,3.6,3.5,준우세목
경기도,양평군,청운면,가현리,북부08,1.7,13.2,12.9,11.1,3.7,4.2,우세목
경기도,양평군,청운면,가현리,북부08,6.3,13,16.4,11.2,5.3,4.2,우세목
경기도,양평군,청운면,가현리,북부08,0.4,16.8,10.9,8.5,2.7,3.6,피압목
경기도,양평군,청운면,가현리,북부08,1,18.8,17.9,11.6,4.3,4.6,준우세목
경기도,양평군,청운면,가현리,북부08,9.7,21.4,15.7,11.7,6.5,4.3,우세목
경기도,양평군,양동면,금왕리,북부09,13.2,1.5,13.5,14.1,3.3,3.4,우세목
경기도,양평군,양동면,금왕리,북부09,14.9,3,28,15.4,5.4,6.3,우세목
경기도,양평군,양동면,금왕리,북부09,5,2.6,15.2,13.8,3.6,3.4,준우세목
경기도,양평군,양동면,금왕리,북부09,0.5,4.7,21,15.2,4.7,4.5,우세목
경기도,양평군,양동면,금왕리,북부09,10.4,4.5,24.7,15,4.1,3.7,우세목
경기도,양평군,양동면,금왕리,북부09,12.9,8.2,7.4,11.8,1.4,1.7,피압목
경기도,양평군,양동면,금왕리,북부09,4,9.1,17.8,14.3,2.8,3.7,중간목
경기도,양평군,양동면,금왕리,북부09,5.2,9.5,11,13.9,1.9,2,중간목
경기도,양평군,양동면,금왕리,북부09,11,8,18.2,15.3,4,3.7,우세목
경기도,양평군,양동면,금왕리,북부09,2.1,12.3,24,16.7,4.1,5.2,준우세목
경기도,양평군,양동면,금왕리,북부09,11.8,14.1,19.9,14.8,3.7,4.6,준우세목
강원도,인제군,기린면,현리,북부10,3.3,3.4,57.3,25.1,10.5,11.3,우세목
강원도,인제군,기린면,현리,북부10,7.7,4.2,61,26,8.7,12.7,우세목
강원도,인제군,기린면,현리,북부10,15.7,4.2,23.9,21.1,5.1,5.1,중간목
강원도,인제군,기린면,현리,북부10,17.4,7.3,26.1,20.9,5.3,6.5,중간목
강원도,인제군,기린면,현리,북부10,18.5,13.1,35.9,21.1,7.7,8,준우세목
강원도,인제군,기린면,현리,북부10,12.9,15.1,44.4,23.6,7.5,9.7,준우세목
강원도,인제군,기린면,현리,북부10,1,15.6,37.9,23.8,7.3,6.1,준우세목
강원도,인제군,기린면,현리,북부10,0.6,20,48.6,26.8,8.4,9.2,우세목
강원도,인제군,기린면,현리,북부10,8.2,19.5,34,22.7,5.4,7.6,우세목
강원도,인제군,기린면,현리,북부10,18.3,19.5,31.5,23.8,5.1,5.1,준우세목
강원도,인제군,인제읍,고사리,북부11,5.4,1.2,26.4,20.9,8.1,6.1,준우세목
강원도,인제군,인제읍,고사리,북부11,17.6,2.7,28,20.8,5.4,6.3,준우세목
강원도,인제군,인제읍,고사리,북부11,14.5,3.3,29.2,20.2,4.6,5.7,우세목
강원도,인제군,인제읍,고사리,북부11,3.4,8,15.6,19.6,3.8,3.6,피압목
강원도,인제군,인제읍,고사리,북부11,5.4,8.7,29.4,23.1,5.4,5.5,우세목
강원도,인제군,인제읍,고사리,북부11,1.1,12.7,22,20.8,4.8,5.3,준우세목
강원도,인제군,인제읍,고사리,북부11,7.7,13,16.6,13,2.3,2.3,피압목
강원도,인제군,인제읍,고사리,북부11,19.5,9.5,35.3,21,6.4,6.5,우세목
강원도,인제군,인제읍,고사리,북부11,1.4,17.2,35.1,23.5,6.3,6.1,우세목
강원도,인제군,인제읍,고사리,북부11,8.3,17.8,14,12.9,2.9,3,피압목
강원도,인제군,인제읍,고사리,북부11,17.8,16.6,23.8,19.4,4.4,4.1,준우세목
강원도,인제군,인제읍,고사리,북부11,14.1,17,20.3,18.9,4.6,4.8,준우세목
강원도,인제군,북면,용대리,북부12,3.2,1.8,14.7,12.4,2,2.2,중간목
강원도,인제군,북면,용대리,북부12,11.8,1.1,15.3,11.7,1.3,1.6,준우세목
강원도,인제군,북면,용대리,북부12,11,2.6,19.8,12.2,2.3,2.2,준우세목
강원도,인제군,북면,용대리,북부12,2.3,3.7,24,14,2.5,2.6,우세목
강원도,인제군,북면,용대리,북부12,3.2,4.6,16.8,12.3,1.9,2.5,준우세목
강원도,인제군,북면,용대리,북부12,12.6,8.1,22.4,13.6,2.7,2.8,준우세목
강원도,인제군,북면,용대리,북부12,11.5,7.6,25.3,13.3,2.3,4.1,우세목
강원도,인제군,북면,용대리,북부12,7.7,6.6,28.3,12.5,4.2,4.7,준우세목
강원도,인제군,북면,용대리,북부12,0.3,6.6,25.3,14.1,2.6,3.3,준우세목
강원도,인제군,북면,용대리,북부12,0.9,13,14.5,11.6,2.2,2.3,중간목
강원도,인제군,북면,용대리,북부12,6.5,4.4,24.4,13.4,4.3,4.8,우세목
강원도,인제군,북면,용대리,북부12,12.4,6,20.1,13.5,2.4,2.7,우세목
강원도,인제군,북면,용대리,북부12,12,8.3,24,14.4,4.1,3.9,우세목
강원도,인제군,북면,용대리,북부12,8,8.9,16.4,12.1,3,3.1,준우세목
강원도,인제군,북면,용대리,북부12,3.3,9.9,19.3,11.4,3.9,3.7,준우세목
강원도,인제군,북면,용대리,북부12,1,12.2,12.1,9.7,2.3,2.7,중간목
강원도,인제군,북면,용대리,북부12,8.1,12.1,14.4,11,2.6,2.1,준우세목
강원도,인제군,북면,용대리,북부12,18.9,11.7,23.9,12.4,3.8,3.9,준우세목
강원도,인제군,북면,용대리,북부12,17.8,10.9,19.2,12.2,3.4,3.2,우세목
강원도,인제군,북면,용대리,북부12,7,13.3,26.6,14.3,2.6,3.2,우세목
강원도,인제군,북면,용대리,북부12,8.9,13.3,16.7,12.1,2.5,2.1,준우세목
강원도,인제군,북면,용대리,북부12,2,14.2,6.8,5.1,1.2,1.3,피압목
강원도,인제군,북면,용대리,북부12,2.8,4.5,9.5,6.9,1.6,1.5,피압목
강원도,인제군,북면,용대리,북부12,4.3,4.6,13,10.7,1.7,2.1,중간목
강원도,인제군,북면,용대리,북부12,16.6,0.7,15.5,10.5,2.5,2.8,준우세목
강원도,인제군,북면,용대리,북부12,5.8,1.3,28.2,13.8,2.8,3.6,우세목
강원도,춘천시,동면,상걸리,북부14,4.4,0,33,15.7,6.2,5.9,중간목
강원도,춘천시,동면,상걸리,북부14,8.2,1.5,24.3,14.1,3.7,4.2,우세목
강원도,춘천시,동면,상걸리,북부14,15.4,2.5,25.5,14.3,5,5.6,중간목
강원도,춘천시,동면,상걸리,북부14,5.9,4,23.5,17.2,3.9,4.1,우세목
강원도,춘천시,동면,상걸리,북부14,13.2,8.4,28.8,17.9,4.2,4.8,우세목
강원도,춘천시,동면,상걸리,북부14,19.9,10.6,32.6,17.9,5.7,6.3,우세목
강원도,춘천시,동면,상걸리,북부14,13.1,14.6,35.7,17.4,7.7,5.6,준우세목
강원도,춘천시,동면,상걸리,북부14,11.2,12.6,20.3,17.2,2.8,4.3,중간목
강원도,춘천시,동면,상걸리,북부14,8.6,13.8,30.4,19.8,4.6,4.9,우세목
강원도,춘천시,동면,상걸리,북부14,8.4,19.6,40.1,18.2,5.5,5.8,준우세목
강원도,홍천군,홍천읍,상오안리,북부15,3,0.8,25.9,15.8,3.8,4.3,우세목
강원도,홍천군,홍천읍,상오안리,북부15,11.4,1.2,19.2,13.2,3.7,3.6,중간목
강원도,홍천군,홍천읍,상오안리,북부15,15.2,2.3,28.7,16,4.5,5.2,우세목
강원도,홍천군,홍천읍,상오안리,북부15,17,5.5,21,14.7,3.2,3.2,준우세목
강원도,홍천군,홍천읍,상오안리,북부15,3.4,8.9,21.9,16.6,3.5,4.4,우세목
강원도,홍천군,홍천읍,상오안리,북부15,14.9,9.3,29.3,16.5,4.5,5.4,우세목
강원도,홍천군,홍천읍,상오안리,북부15,17.1,9.6,16.1,16.3,2.3,3.5,중간목
강원도,홍천군,홍천읍,상오안리,북부15,12.8,14.1,16.6,15.9,2.6,3,중간목
강원도,홍천군,홍천읍,상오안리,북부15,12.9,14.5,21.1,17.5,3.5,4.5,우세목
강원도,홍천군,홍천읍,상오안리,북부15,19.8,17.1,23.3,16.3,4.3,3.6,우세목
강원도,홍천군,홍천읍,상오안리,북부15,18.1,19,23.9,15.3,4,4.2,우세목
강원도,홍천군,홍천읍,상오안리,북부15,2.5,19.8,17.4,15.7,2.5,2.5,우세목
강원도,홍천군,홍천읍,상오안리,북부15,0.1,19.9,19.3,16.4,2.4,3.5,준우세목
강원도,홍천군,두촌면,천현리,북부16,0.2,0.2,25.9,18.8,6.5,6.2,우세목
강원도,홍천군,두촌면,천현리,북부16,10.9,2,28.1,18.2,6.7,6.2,우세목
강원도,홍천군,두촌면,천현리,북부16,2,2.5,22.8,17.4,5.8,4.2,준우세목
강원도,홍천군,두촌면,천현리,북부16,0.2,6.5,28.8,18.9,5.1,6.7,우세목
강원도,홍천군,두촌면,천현리,북부16,3.5,6.6,29.7,18.7,5.8,5.4,우세목
강원도,홍천군,두촌면,천현리,북부16,8.7,4.2,17.9,17.8,3.3,2.6,준우세목
강원도,홍천군,두촌면,천현리,북부16,7,8.4,25.1,20.3,5.7,3.2,우세목
강원도,홍천군,두촌면,천현리,북부16,1.3,13,26,19.5,4.8,5.3,우세목
강원도,홍천군,두촌면,천현리,북부16,9,12.7,30.1,21.8,5.4,4.7,우세목
강원도,홍천군,두촌면,천현리,북부16,0.2,15,26.1,19.6,4.6,5,우세목
경상북도,영양군,석보면,삼의리,남부01,0.3,0.3,21.1,14.6,2.5,2.7,준우세목
경상북도,영양군,석보면,삼의리,남부01,5.7,0.4,19.8,16.4,3.0,2.4,준우세목
경상북도,영양군,석보면,삼의리,남부01,11.2,0.8,28.0,14.8,3.9,4.6,우세목
경상북도,영양군,석보면,삼의리,남부01,18.3,0.7,23.5,13.3,2.6,3.6,중간목
경상북도,영양군,석보면,삼의리,남부01,13.6,2.9,15.3,13.1,1.8,1.7,중간목
경상북도,영양군,석보면,삼의리,남부01,8.6,3.9,18.4,10.2,2.2,3.4,피압목
경상북도,영양군,석보면,삼의리,남부01,7.0,3.3,28.6,15.8,2.8,4.5,우세목
경상북도,영양군,석보면,삼의리,남부01,1.7,2.2,23.2,16.2,2.6,3.3,준우세목
경상북도,영양군,석보면,삼의리,남부01,0.4,2.1,23.0,15.6,2.8,3.1,준우세목
경상북도,영양군,석보면,삼의리,남부01,1.6,3.6,15.0,14.7,2.3,2.0,중간목
경상북도,영양군,석보면,삼의리,남부01,3.5,4.0,22.8,16.0,3.4,2.8,우세목
경상북도,영양군,석보면,삼의리,남부01,13.6,4.4,17.2,14.2,3.1,1.9,중간목
경상북도,영양군,석보면,삼의리,남부01,5.5,6.3,21.6,14.5,0.9,1.8,준우세목
경상북도,영양군,석보면,삼의리,남부01,3.5,5.6,21.1,14.6,2.4,2.9,중간목
경상북도,영양군,석보면,삼의리,남부01,1.7,5.6,16.5,14.1,1.7,2.1,중간목
경상북도,영양군,석보면,삼의리,남부01,0.4,5.6,23.4,14.2,2.3,3.3,중간목
경상북도,영양군,석보면,삼의리,남부01,0.9,9.5,33.4,17.8,4.4,5.2,우세목
경상북도,영양군,석보면,삼의리,남부01,8.9,9.0,28.5,14.5,4.2,3.8,준우세목
경상북도,영양군,석보면,삼의리,남부01,0.6,11.6,22.5,15.7,3.6,3.5,준우세목
경상북도,영양군,석보면,삼의리,남부01,19.5,13.9,12.5,11.3,1.1,1.2,피압목
경상북도,영양군,석보면,삼의리,남부01,11.7,15.1,19.8,14.1,2.3,2.9,중간목
경상북도,영양군,석보면,삼의리,남부01,6.7,16.0,17.0,11.9,2.8,2.9,중간목
경상북도,영양군,석보면,삼의리,남부01,4.7,18.7,26.8,14.9,3.3,4.5,준우세목
경상북도,영양군,석보면,삼의리,남부01,7.2,18.7,22.8,13.9,2.7,4.0,준우세목
경상북도,영양군,석보면,삼의리,남부01,13.4,16.2,14.0,7.5,3.7,4.2,우세목
경상북도,영양군,석보면,삼의리,남부01,19.6,19.6,25.4,14.4,3.5,3.2,준우세목
경상북도,영양군,석보면,삼의리,남부01,18.2,17.1,14.9,13.8,2.2,2.3,중간목
경상북도,영양군,석보면,홍계리,남부02,3.8,1.3,29.4,19.3,3.9,4.2,우세목
경상북도,영양군,석보면,홍계리,남부02,17.9,5.1,20.9,19.2,4.7,4.3,준우세목
경상북도,영양군,석보면,홍계리,남부02,10.8,5.3,14.0,15.8,3.1,2.7,피압목
경상북도,영양군,석보면,홍계리,남부02,4.6,7.2,33.1,19.1,7.4,5.6,우세목
경상북도,영양군,석보면,홍계리,남부02,8.3,8.6,14.1,17.5,3.3,4.1,중간목
경상북도,영양군,석보면,홍계리,남부02,5.4,12.4,27.0,18.4,5.7,5.5,우세목
경상북도,영양군,석보면,홍계리,남부02,4.6,15.3,16.9,15.9,3.9,3.8,중간목
경상북도,영양군,석보면,홍계리,남부02,7.4,14.1,19.9,17.5,5.4,5.1,준우세목
경상북도,영양군,석보면,홍계리,남부02,13.6,14.6,29.2,21.5,4.1,4.9,준우세목
경상북도,영양군,석보면,홍계리,남부02,7.1,17.5,26.9,21.3,3.5,5,우세목
경상북도,영양군,석보면,홍계리,남부02,4.0,18.7,20.9,18.0,4,4.6,준우세목
경상북도,영양군,석보면,홍계리,남부02,0.9,17.3,24.9,19.8,3.3,4.1,준우세목
경상북도,울진군,서면,전곡리,남부03,2.4,0.6,30.4,18.6,6.9,6.1,우세목
경상북도,울진군,서면,전곡리,남부03,13.0,4.4,21.4,16,5.2,6.4,준우세목
경상북도,울진군,서면,전곡리,남부03,17.5,10.5,25.3,17.1,7.2,6.2,우세목
경상북도,울진군,서면,전곡리,남부03,12.6,10.4,35.0,19.6,5.8,6.7,우세목
경상북도,울진군,서면,전곡리,남부03,1.7,5.7,26.0,18.6,5.2,4.8,우세목
경상북도,울진군,서면,전곡리,남부03,4.2,19.4,33.4,19.1,9.2,8.3,우세목
경상북도,울진군,서면,전곡리,남부03,6.7,19.6,29.5,16.2,6.5,7,우세목
경상북도,울진군,서면,전곡리,남부03,14.5,15.5,36.5,19,7.7,6.1,우세목
경상북도,울진군,서면,전곡리,남부03,19.1,16.0,36.1,19.9,9.1,9,우세목
경상북도,울진군,서면,전곡리,남부03,19.9,16.8,30.4,17.6,8.1,7.3,우세목
경상북도,울진군,서면,소광리,남부04,1.3,1.3,32.7,15.3,6.1,4.7,준우세목
경상북도,울진군,서면,소광리,남부04,19.8,1.2,13.7,8.4,2.8,2.4,피압목
경상북도,울진군,서면,소광리,남부04,23.1,7.4,26.0,18.0,3.1,3.4,준우세목
경상북도,울진군,서면,소광리,남부04,18.7,8.3,23.6,14.8,3.8,4.6,준우세목
경상북도,울진군,서면,소광리,남부04,5.9,7.9,29.4,16.5,3.9,4.3,준우세목
경상북도,울진군,서면,소광리,남부04,0.5,11.7,38.1,17.8,4.3,4.9,준우세목
경상북도,울진군,서면,소광리,남부04,9.0,14.4,45.1,17.5,5.6,5.2,우세목
경상북도,울진군,서면,소광리,남부04,11.7,11.8,14.6,11.6,2.7,3,피압목
경상북도,울진군,서면,소광리,남부04,13.2,13.4,42.3,19.5,3.6,6.4,우세목
경상북도,울진군,서면,소광리,남부04,17.1,11.4,26.7,18.3,2.7,2.4,준우세목
경상북도,영양군,수비면,수하리,남부05,7.6,0.4,18.9,10.7,4.2 ,4.2 ,우세목
경상북도,영양군,수비면,수하리,남부05,14.9,1.0,20.9,10.6,5.7 ,4.2 ,우세목
경상북도,영양군,수비면,수하리,남부05,13.0,6.8,14.7,11.6,3.4 ,2.6 ,우세목
경상북도,영양군,수비면,수하리,남부05,7.4,7.1,22.7,10.8,4.1 ,4.0 ,우세목
경상북도,영양군,수비면,수하리,남부05,14.8,9.3,23.3,10.7,4.3 ,4.9 ,우세목
경상북도,영양군,수비면,수하리,남부05,12.6,9.8,14.5,10.5,3.0 ,3.3 ,우세목
경상북도,영양군,수비면,수하리,남부05,10.1,11.0,20.0,11.0,5.2 ,4.0 ,우세목
경상북도,영양군,수비면,수하리,남부05,7.4,10.4,14.6,9.7,2.8 ,2.9 ,중간목
경상북도,영양군,수비면,수하리,남부05,5.1,11.2,11.2,7.7,2.0 ,1.7 ,중간목
경상북도,영양군,수비면,수하리,남부05,2.6,13.6,11.8,7.7,3.4 ,2.8 ,중간목
경상북도,영양군,수비면,수하리,남부05,12.5,11.5,16.9,9.7,3.5 ,3.1 ,우세목
경상북도,영양군,수비면,수하리,남부05,19.1,11.0,14.0,10.1,3.5 ,4.2 ,준우세목
경상북도,영양군,수비면,수하리,남부05,15.0,13.3,13.5,10.0,2.8 ,2.8 ,준우세목
경상북도,영양군,수비면,수하리,남부05,12.4,13.5,19.0,10.6,3.9 ,3.8 ,우세목
경상북도,영양군,수비면,수하리,남부05,7.5,13.6,17.2,10.3,3.9 ,3.2 ,우세목
경상북도,영양군,수비면,수하리,남부05,5.1,14.6,14.7,10.0,3.4 ,3.5 ,우세목
경상북도,영양군,수비면,수하리,남부05,3.6,14.6,16.3,9.9,3.2 ,3.5 ,준우세목
경상북도,영양군,수비면,수하리,남부05,0.2,14.6,11.9,9.0,2.6 ,2.3 ,중간목
경상북도,영양군,수비면,수하리,남부05,7.3,19.1,19.3,9.9,4.2 ,4.2 ,우세목
경상북도,영양군,수비면,발리,남부06,3.3,3.2,20.2,13.7,4,3.5,우세목
경상북도,영양군,수비면,발리,남부06,11.6,5.1,10.2,9.1,2.7,2,피압목
경상북도,영양군,수비면,발리,남부06,13.0,6.2,20.0,12.0,6,4.7,준우세목
경상북도,영양군,수비면,발리,남부06,3.2,13.7,22.0,13.2,3.7,4.8,우세목
경상북도,영양군,수비면,발리,남부06,5.2,13.7,28.2,14.1,4.2,4.7,준우세목
경상북도,영양군,수비면,발리,남부06,18.1,16.8,21.5,12.0,5.2,3.4,준우세목
경상북도,영양군,수비면,발리,남부06,12.8,16.3,23.0,12.0,5.7,4.9,준우세목
경상북도,영양군,수비면,발리,남부06,6.0,17.7,23.4,13.5,5.3,4.4,준우세목
경상북도,영양군,수비면,발리,남부06,6.2,19.9,29.4,14.2,4.9,5.4,우세목
경상북도,영양군,수비면,발리,남부06,18.0,17.8,23.8,13.1,4.5,4.6,준우세목
경상북도,영양군,영양읍,기산리,남부07,19.5,3.0,25.2,14.6,5.4 ,6.4 ,중간목
경상북도,영양군,영양읍,기산리,남부07,3.8,7.5,27.8,12.2,6.8 ,7.2 ,중간목
경상북도,영양군,영양읍,기산리,남부07,4.7,14.1,36.7,15.2,7.4 ,5.7 ,준우세목
경상북도,영양군,영양읍,기산리,남부07,19.7,5.8,35.2,18.1,9.2 ,8.3 ,우세목
경상북도,영양군,영양읍,기산리,남부07,19.0,8.4,33.6,16.5,8.8 ,6.2 ,우세목
경상북도,영양군,영양읍,기산리,남부07,19.1,15.3,36.9,15.5,7.1 ,7.6 ,우세목
경상북도,영양군,영양읍,기산리,남부07,18.7,19.8,33.6,17.9,8.1 ,7.2 ,우세목
경상북도,영양군,영양읍,기산리,남부07,15.4,18.4,20.4,12.1,5.0 ,4.9 ,중간목
경상북도,영양군,영양읍,기산리,남부07,8.3,19.2,31.0,16.3,7.9 ,5.3 ,준우세목
경상북도,영양군,영양읍,기산리,남부07,8.7,19.8,25.0,15.3,6.1 ,4.8 ,중간목
경상북도,영주시,풍기읍,삼가리,남부08,10.4,0.6,24.1,17.0,4.5,3.8,준우세목
경상북도,영주시,풍기읍,삼가리,남부08,19.7,0.8,30.3,19.4,4.6,5.2,우세목
경상북도,영주시,풍기읍,삼가리,남부08,12.3,3.0,26.4,15.7,5.4,5.8,준우세목
경상북도,영주시,풍기읍,삼가리,남부08,8.2,4.9,24.8,19.6,4.3,6.3,우세목
경상북도,영주시,풍기읍,삼가리,남부08,19.5,4.8,33.3,19.7,6.3,5.9,우세목
경상북도,영주시,풍기읍,삼가리,남부08,10.8,6.8,30.5,19.3,5.7,5.5,우세목
경상북도,영주시,풍기읍,삼가리,남부08,4.9,10.7,17.2,16.4,4.8,5.5,중간목
경상북도,영주시,풍기읍,삼가리,남부08,13.5,9.0,17.1,14.3,6.9,6.2,피압목
경상북도,영주시,풍기읍,삼가리,남부08,18.5,14.7,27.4,19.3,5.4,3.9,준우세목
경상북도,영주시,풍기읍,삼가리,남부08,4.5,15.2,21.7,17.8,4.2,5.1,준우세목
경상북도,영주시,풍기읍,삼가리,남부08,1.4,13.2,14.8,14.5,5.3,4.3,피압목
경상북도,영주시,풍기읍,삼가리,남부08,16.2,18.2,28.3,16.9,4.1,4.5,우세목
경상북도,영주시,풍기읍,삼가리,남부08,12.1,19.0,18.5,16.4,4.1,5.3,준우세목
경상북도,영주시,풍기읍,삼가리,남부08,10.1,19.1,18.9,16.3,4.5,4.9,중간목
경상북도,영주시,풍기읍,삼가리,남부08,4.8,19.7,20.3,17.9,3.9,5.2,중간목
경상북도,영주시,풍기읍,삼가리,남부08,8.4,19.7,21.6,17.3,3.8,3.7,준우세목
경상북도,영주시,풍기읍,수철리,남부09,1.1,0.9,33.0,18.2,3.4,4.7,중간목
