Do,sigun,myeon,ri,region_symbol,x_coordinate_1st,y_coordinate_1st,dbh_3rd,height_3rd,crown_width_leftright_2nd,crown_width_updown_2nd,crown_class_3rd
경상북도,영주시,풍기읍,수철리,남부09,7.6,0.3,26.7,16.3,4.2,3,준우세목
경상북도,영주시,풍기읍,수철리,남부09,11.6,0.4,9.6,7.1,2.8,4.3,피압목
경상북도,영주시,풍기읍,수철리,남부09,18.8,3.2,21.3,13.4,3,2.9,피압목
경상북도,영주시,풍기읍,수철리,남부09,14.3,3.5,27.8,18.1,3.4,4.6,우세목
경상북도,영주시,풍기읍,수철리,남부09,18.0,13.4,23.6,17.7,4.8,4,준우세목
경상북도,영주시,풍기읍,수철리,남부09,14.4,12.6,16.4,16.6,3.1,2.9,중간목
경상북도,영주시,풍기읍,수철리,남부09,9.3,10.7,44.3,20.4,6.7,7.5,우세목
경상북도,영주시,풍기읍,수철리,남부09,3.6,14.0,29.0,22.3,4.4,3.6,준우세목
경상북도,영주시,풍기읍,수철리,남부09,0.8,14.4,33.0,18.8,6.1,4.4,우세목
경상북도,봉화군,재산면,갈산리,남부10,7.4,1.5,19.8,9.0,2.7,2.7,우세목
경상북도,봉화군,재산면,갈산리,남부10,14.8,6.9,18.2,10.0,4.8,4.7,우세목
경상북도,봉화군,재산면,갈산리,남부10,14.0,6.4,15.6,9.2,3.3,3.7,준우세목
경상북도,봉화군,재산면,갈산리,남부10,10.4,7.3,13.5,8.6,2.7,3.3,준우세목
경상북도,봉화군,재산면,갈산리,남부10,7.4,5.1,21.0,10.6,4.5,5.4,우세목
경상북도,봉화군,재산면,갈산리,남부10,1.3,2.8,11.7,8.8,3.2,2.4,중간목
경상북도,봉화군,재산면,갈산리,남부10,1.1,4.8,14.0,9.5,4.2,3.8,중간목
경상북도,봉화군,재산면,갈산리,남부10,1.2,11.5,15.9,10.2,3.4,4.2,준우세목
경상북도,봉화군,재산면,갈산리,남부10,3.8,11.9,6.1,5.8,2.4,2.6,피압목
경상북도,봉화군,재산면,갈산리,남부10,12.8,14.0,12.9,9.1,3.1,4.1,중간목
경상북도,봉화군,재산면,갈산리,남부10,7.7,14.0,10.7,8.2,3.1,3.2,중간목
경상북도,울진군,서면,전곡리,남부11,6.7,2.4,21.0,8.8,3.5,3.7,우세목
경상북도,울진군,서면,전곡리,남부11,14.7,1.7,22.4,8.9,3.4,4.7,우세목
경상북도,울진군,서면,전곡리,남부11,16.9,1.1,18.0,9.8,2.9,4.1,우세목
경상북도,울진군,서면,전곡리,남부11,19.1,4.5,16.0,7.3,2.8,3.4,우세목
경상북도,울진군,서면,전곡리,남부11,14.7,5.4,17.4,7.3,3.5,3.9,준우세목
경상북도,울진군,서면,전곡리,남부11,10.7,7.4,20.0,7.4,4.9,3,준우세목
경상북도,울진군,서면,전곡리,남부11,8.5,7.1,16.8,8.3,3.4,4,준우세목
경상북도,울진군,서면,전곡리,남부11,5.2,5.0,16.9,9.9,3.5,3.1,우세목
경상북도,울진군,서면,전곡리,남부11,2.6,5.9,21.5,11.3,3.8,3.3,우세목
경상북도,울진군,서면,전곡리,남부11,10.6,11.5,16.8,9.9,3.5,3.0,우세목
경상북도,울진군,서면,전곡리,남부11,18.6,13.1,15.0,7.4,3,3.5,준우세목
경상북도,울진군,서면,전곡리,남부11,12.4,14.0,12.0,7.8,2.3,2.8,중간목
경상북도,울진군,서면,전곡리,남부11,7.9,15.0,17.8,8.8,3.6,3.1,중간목
경상북도,울진군,서면,전곡리,남부11,0.8,17.5,12.5,6.8,2.7,3.2,우세목
경상북도,울진군,서면,전곡리,남부11,2.6,17.9,13.3,8.2,3.2,3.1,우세목
경상북도,울진군,서면,전곡리,남부11,8.5,19.3,15.5,6.6,2.9,2.8,피압목
경상북도,울진군,서면,전곡리,남부11,16.7,19.9,10.4,5.6,3.5,3.4,중간목
경상북도,울진군,서면,쌍전리,남부12,19.9,4.0,19.5,13.2,4.4,5.1,피압목
경상북도,울진군,서면,쌍전리,남부12,14.8,6.4,35.9,19.0,5.1,5.8,준우세목
경상북도,울진군,서면,쌍전리,남부12,9.9,4.3,29.9,18.0,3.8,3.6,준우세목
경상북도,울진군,서면,쌍전리,남부12,4.6,4.0,21.0,15.5,2.3,2.2,준우세목
경상북도,울진군,서면,쌍전리,남부12,9.5,8.0,25.7,16.9,3.3,4.4,우세목
경상북도,울진군,서면,쌍전리,남부12,16.6,11.0,28.5,18.6,3.6,4.5,준우세목
경상북도,울진군,서면,쌍전리,남부12,20.0,11.1,41.0,20.7,7,5.8,중간목
경상북도,울진군,서면,쌍전리,남부12,1.5,11.9,38.7,18.6,5,4.5,준우세목
경상북도,울진군,서면,쌍전리,남부12,11.3,19.2,38.9,18.2,5.5,4.8,준우세목
경상북도,울진군,서면,쌍전리,남부12,2.3,17.5,35.4,18.4,3.8,4.2,준우세목
경상북도,영주시,풍기읍,수철리,남부13,6.9,0.5,43.0,22.6,6.8,7.8,우세목
경상북도,영주시,풍기읍,수철리,남부13,13.7,0.9,39.8,23.2,6.5,4.9,우세목
경상북도,영주시,풍기읍,수철리,남부13,16.0,2.9,62.3,26.5,6.2,5.9,우세목
경상북도,영주시,풍기읍,수철리,남부13,1.9,9.5,44.2,23.9,8.1,7.1,우세목
경상북도,영주시,풍기읍,수철리,남부13,9.1,9.3,45.1,23.9,7.7,10.6,준우세목
경상북도,영주시,풍기읍,수철리,남부13,13.7,7.1,23.7,14.2,3.5,4.5,피압목
경상북도,영주시,풍기읍,수철리,남부13,18.9,6.3,36.0,19.1,6.5,6,중간목
경상북도,영주시,풍기읍,수철리,남부13,17.7,11.2,53.8,22.8,8.1,4.9,우세목
경상북도,영주시,풍기읍,수철리,남부13,8.6,15.4,50.0,23.0,8.2,7.1,우세목
경상북도,영주시,풍기읍,수철리,남부13,1.0,16.4,35.8,24.9,4.7,5.3,준우세목
경상북도,영주시,풍기읍,수철리,남부14,9.0,0.9,20.2,21.0,3.4,3.2,준우세목
경상북도,영주시,풍기읍,수철리,남부14,13.4,1.2,60.6,25.3,9.1,9.1,우세목
경상북도,영주시,풍기읍,수철리,남부14,18.3,5.3,37.3,18.1,6.9,4.1,우세목
경상북도,영주시,풍기읍,수철리,남부14,7.3,5.1,26.0,18.4,2.5,3.4,준우세목
경상북도,영주시,풍기읍,수철리,남부14,4.0,9.4,35.3,19.3,3.6,4.4,준우세목
경상북도,영주시,풍기읍,수철리,남부14,0.7,9.6,29.2,17.7,2.5,3.5,중간목
경상북도,영주시,풍기읍,수철리,남부14,3.5,12.7,32.4,17.3,3.6,4.8,중간목
경상북도,영주시,풍기읍,수철리,남부14,12.7,14.2,43.5,20.5,6.4,4.4,우세목
경상북도,영주시,풍기읍,수철리,남부14,17.2,15.9,31.2,18.9,4.9,3.4,준우세목
경상북도,영주시,풍기읍,수철리,남부14,5.4,19.3,53.8,18.9,7.7,7.8,준우세목
경상북도,울진군,서면,왕피리,남부15,7.4,0.5,22.7,15.9,3.5,3.4,준우세목
경상북도,울진군,서면,왕피리,남부15,0.3,3.3,12.6,11.8,2.2,2.5,피압목
경상북도,울진군,서면,왕피리,남부15,2.1,5.6,18.3,14.5,2.6,3.2,준우세목
경상북도,울진군,서면,왕피리,남부15,8.6,3.8,17.4,15.0,2.6,3.8,우세목
경상북도,울진군,서면,왕피리,남부15,14.4,9.7,19.4,17.1,2.7,3.4,우세목
경상북도,울진군,서면,왕피리,남부15,12.4,7.5,15.3,15.0,2.1,1.8,우세목
경상북도,울진군,서면,왕피리,남부15,12.2,5.5,20.8,16.0,2.8,2.6,우세목
경상북도,울진군,서면,왕피리,남부15,8.3,7.6,10.2,11.0,2.9,3,우세목
경상북도,울진군,서면,왕피리,남부15,7.3,7.3,15.7,14.5,2,2.6,우세목
경상북도,울진군,서면,왕피리,남부15,2.2,9.0,16.9,15.2,3.6,2.2,준우세목
경상북도,울진군,서면,왕피리,남부15,18.5,13.2,25.5,17.1,3.6,4.1,우세목
경상북도,울진군,서면,왕피리,남부15,10.6,12.5,17.0,13.7,3.2,2.5,중간목
경상북도,울진군,서면,왕피리,남부15,18.9,14.8,25.9,15.9,3.6,5.4,우세목
경상북도,울진군,서면,왕피리,남부15,10.6,16.5,19.2,14.4,3.1,4.6,준우세목
경상북도,울진군,서면,왕피리,남부15,9.4,14.8,14.3,15.3,3.2,2.3,준우세목
경상북도,울진군,서면,왕피리,남부15,7.4,14.9,27.2,16.0,3.3,4.1,우세목
경상북도,울진군,서면,왕피리,남부15,8.9,18.6,20.7,15.5,3.2,4.6,우세목
경상북도,울진군,서면,왕피리,남부15,5.8,16.4,23.3,15.7,3.3,4.8,준우세목
경상북도,울진군,서면,왕피리,남부15,2.1,18.5,24.5,16.8,4.8,3.1,우세목
경상북도,울진군,서면,왕피리,남부15,0.4,19.0,23.8,16.2,3.5,3.1,우세목
강원도,태백시,문곡동,,동부01,9.0,0.5,40.3,19.4,6.8,6.8,우세목
강원도,태백시,문곡동,,동부01,15.8,0.6,33.9,17.8,5.7,5.6,준우세목
강원도,태백시,문곡동,,동부01,16.3,6.0,27.4,18.3,4.8,4.4,준우세목
강원도,태백시,문곡동,,동부01,12.7,4.0,37.1,17.3,5.9,6.3,준우세목
강원도,태백시,문곡동,,동부01,7.1,7.9,28.2,17.2,6.7,5.4,준우세목
강원도,태백시,문곡동,,동부01,1.2,13.3,29.5,19.4,5.1,5.9,우세목
강원도,태백시,문곡동,,동부01,10.1,13.6,33.3,18.4,5.8,5.1,준우세목
강원도,태백시,문곡동,,동부01,15.4,11.7,36.5,19.0,8.1,8,우세목
강원도,태백시,문곡동,,동부01,9.3,17.6,31.0,16.9,4,4.2,중간목
강원도,태백시,문곡동,,동부01,4.4,15.8,21.2,17.5,5.3,3.8,준우세목
강원도,영월군,수주면,도원리,동부03,19.3,2.6,16.4,17.6,2.6,2.8,피압목
강원도,영월군,수주면,도원리,동부03,17.5,4.6,27.5,21.5,5.2,4.9,준우세목
강원도,영월군,수주면,도원리,동부03,10.8,4.0,38.1,23.1,7.8,6,우세목
강원도,영월군,수주면,도원리,동부03,3.5,9.4,45.1,24.1,7.5,5.9,우세목
강원도,영월군,수주면,도원리,동부03,7.2,5.4,21.4,21.8,2.9,3,중간목
강원도,영월군,수주면,도원리,동부03,17.0,13.1,35.9,21.6,5.4,6.9,우세목
강원도,영월군,수주면,도원리,동부03,14.0,14.0,29.2,20.1,4.9,6.2,준우세목
강원도,영월군,수주면,도원리,동부03,9.8,13.0,27.1,20.2,3.4,6.2,중간목
강원도,영월군,수주면,도원리,동부03,6.7,19.0,35.2,21.7,4.9,6.9,중간목
강원도,영월군,수주면,도원리,동부03,10.5,19.5,29.2,22.0,4.6,4.8,준우세목
강원도,영월군,수주면,도원리,동부04,0.3,0.3,46.2,20.1,10.1,8.6,우세목
강원도,영월군,수주면,도원리,동부04,7.0,0.6,35.6,18.8,5.7,6.1,우세목
강원도,영월군,수주면,도원리,동부04,12.2,0.7,27.5,17.5,5.5,4.4,준우세목
강원도,영월군,수주면,도원리,동부04,19.5,5.3,32.4,20.6,5.8,5.8,준우세목
강원도,영월군,수주면,도원리,동부04,15.0,9.0,40.4,21.9,7.4,6.4,준우세목
강원도,영월군,수주면,도원리,동부04,3.0,5.3,34.1,18.3,7.3,6.9,우세목
강원도,영월군,수주면,도원리,동부04,1.8,10.8,38.4,18.2,5.6,7,준우세목
강원도,영월군,수주면,도원리,동부04,11.1,10.7,40.9,21.2,8.5,7.8,우세목
강원도,영월군,수주면,도원리,동부04,4.5,15.3,31.2,19.9,6.3,4.5,준우세목
강원도,영월군,수주면,도원리,동부04,1.0,19.5,42.3,21.8,5.9,7.5,준우세목
강원도,영월군,수주면,법흥리,동부05,8.0,4.6,30.8,20.8,7.1,6.6,우세목
강원도,영월군,수주면,법흥리,동부05,14.8,1.2,43.6,21.4,9.7,10.5,우세목
강원도,영월군,수주면,법흥리,동부05,4.3,11.4,34.1,22.0,7.1,6.6,우세목
강원도,영월군,수주면,법흥리,동부05,7.9,12.8,36.3,21.1,6.8,7.7,우세목
강원도,영월군,수주면,법흥리,동부05,12.2,13.0,23.2,19.1,4.8,4.2,중간목
강원도,영월군,수주면,법흥리,동부05,18.9,10.7,36.0,21.9,7.7,7,우세목
강원도,영월군,수주면,법흥리,동부05,19.3,19.1,33.1,18.9,7.1,7,준우세목
강원도,영월군,수주면,법흥리,동부05,14.4,18.2,28.3,21.1,4.4,6.4,우세목
강원도,영월군,수주면,법흥리,동부05,6.6,15.3,23.9,18.9,6,6.3,중간목
강원도,영월군,수주면,법흥리,동부05,0.9,19.0,39.0,21.9,7.2,8,우세목
강원도,정선군,정선읍,광하리,동부06,1.0,0.3,20.7,14,4.8,6.4,우세목
강원도,정선군,정선읍,광하리,동부06,2.0,1.4,31.1,14.4,8.2,7.0,우세목
강원도,정선군,정선읍,광하리,동부06,19.5,3.0,32.2,19.2,6.3,7.2,우세목
강원도,정선군,정선읍,광하리,동부06,13.2,4.5,13.4,10.8,1.1,3.2,우세목
강원도,정선군,정선읍,광하리,동부06,6.1,4.4,19.2,13.8,5.4,5,우세목
강원도,정선군,정선읍,광하리,동부06,5.7,8.4,15.4,11.6,3.5,3.4,우세목
강원도,정선군,정선읍,광하리,동부06,14.0,10.1,14.7,10.7,3.7,2.9,우세목
강원도,정선군,정선읍,광하리,동부06,19.3,8.7,22.3,16.5,4.8,4.7,우세목
강원도,정선군,정선읍,광하리,동부06,18.0,12.8,25.6,16,5.6,6.4,우세목
강원도,정선군,정선읍,광하리,동부06,19.3,19.1,27.9,15.6,6.1,7.4,우세목
강원도,정선군,정선읍,용탄리,동부07,0.3,0.6,47.3,24.8,11.7,8.9,우세목
강원도,정선군,정선읍,용탄리,동부07,8.0,3.6,37.4,19.8,7.2,9.2,우세목
강원도,정선군,정선읍,용탄리,동부07,14.0,4.5,39.8,19.3,6.8,6.5,우세목
강원도,정선군,정선읍,용탄리,동부07,20.0,7.7,35.0,18.8,9.0,8.7,우세목
강원도,정선군,정선읍,용탄리,동부07,19.5,13.9,44.2,23.1,7.3,12.9,우세목
강원도,정선군,정선읍,용탄리,동부07,12.5,11.8,46.2,22.5,8.4,12.7,우세목
강원도,정선군,정선읍,용탄리,동부07,5.0,6.5,39.8,22.7,7.1,7.8,우세목
강원도,정선군,정선읍,용탄리,동부07,0.5,3.0,42.5,22.2,9.1,6.2,우세목
강원도,정선군,정선읍,용탄리,동부07,3.8,13.3,41.1,22.5,9.2,6.4,우세목
강원도,정선군,정선읍,용탄리,동부07,8.4,16.7,38.8,19,8.0,9.6,우세목
강원도,정선군,정선읍,회동리,동부08,2.2,0.2,35.2,23.9,4.7,5.8,우세목
강원도,정선군,정선읍,회동리,동부08,12.9,1.1,32.9,18.7,5.2,6.8,우세목
강원도,정선군,정선읍,회동리,동부08,15.0,2.7,40.8,20.2,5.6,8.2,우세목
강원도,정선군,정선읍,회동리,동부08,19.5,2.0,43.7,19.4,5.6,8.5,우세목
강원도,정선군,정선읍,회동리,동부08,15.5,6.6,37.3,19.2,7.6,5.2,우세목
강원도,정선군,정선읍,회동리,동부08,17.2,10.8,27.0,17.8,3.1,5.2,준우세목
강원도,정선군,정선읍,회동리,동부08,6.2,8.0,21.9,10.7,4.2,5.6,준우세목
강원도,정선군,정선읍,회동리,동부08,4.3,12.4,13.5,10,4.2,4.4,피압목
강원도,정선군,정선읍,회동리,동부08,2.7,18.2,29.3,18.2,5.3,1.8,우세목
강원도,정선군,정선읍,회동리,동부08,14.7,18.7,15.9,16.4,1.2,3.2,중간목
강원도,평창군,용평면,도사리,동부09,1.3,13.7,25.8,14.9,5.3,7.8,준우세목
강원도,평창군,용평면,도사리,동부09,13.9,3.9,25.7,16.9,7,4.5,우세목
강원도,평창군,용평면,도사리,동부09,21.9,1.8,22.0,15.2,4.5,4.4,준우세목
강원도,평창군,용평면,도사리,동부09,10.6,10.0,31.8,16.6,4.6,6.2,우세목
강원도,평창군,용평면,도사리,동부09,5.1,7.3,31.4,14.8,6.2,6.7,우세목
강원도,평창군,용평면,도사리,동부09,0.1,8.0,24.5,13.5,5.6,5.4,준우세목
강원도,평창군,용평면,도사리,동부09,5.8,16.1,28.0,15.2,7.3,6.4,우세목
강원도,평창군,용평면,도사리,동부09,0.7,18.5,23.8,14.7,5.1,6.5,준우세목
강원도,평창군,용평면,도사리,동부09,3.9,19.8,32.2,14.5,5.5,6.1,우세목
강원도,평창군,용평면,도사리,동부09,11.3,12.5,23.9,16.8,3.2,3.1,준우세목
강원도,평창군,용평면,도사리,동부09,19.7,11.0,27.4,15.2,6.7,5.4,우세목
강원도,평창군,용평면,도사리,동부09,18.7,18.1,36.0,20.1,7.3,8.4,우세목
강원도,평창군,용평면,도사리,동부10,3.6,4.1,19.5,13.4,5.4,5.1,준우세목
강원도,평창군,용평면,도사리,동부10,11.8,0.5,11.8,11.8,4.4,4.4,피압목
강원도,평창군,용평면,도사리,동부10,13.6,4.3,29.4,17.7,5.5,7.4,우세목
강원도,평창군,용평면,도사리,동부10,19.8,8.4,22.7,17.9,4.6,3.9,우세목
강원도,평창군,용평면,도사리,동부10,19.6,11.6,25.7,19.8,5,6.6,우세목
강원도,평창군,용평면,도사리,동부10,13.8,14.8,36.0,18.2,7.2,8.4,우세목
강원도,평창군,용평면,도사리,동부10,13.9,19.6,17.5,15.2,4.5,4.5,준우세목
강원도,평창군,용평면,도사리,동부10,8.5,19.5,26.5,16.9,4.5,5.1,준우세목
강원도,평창군,용평면,도사리,동부10,0.4,10.4,23.9,16.2,4.2,4.5,우세목
강원도,평창군,용평면,도사리,동부10,1.0,19.5,23.9,17.5,3.9,6.6,우세목
강원도,평창군,용평면,노동리,동부11,0.5,0.6,48.7,26.5,8.1,8.8,우세목
강원도,평창군,용평면,노동리,동부11,5.1,4.2,45.2,23.0,6.7,8.2,우세목
강원도,평창군,용평면,노동리,동부11,19.9,0.4,37.8,20.1,6.4,8.1,우세목
강원도,평창군,용평면,노동리,동부11,19.2,13.0,51.1,22.1,7.2,7.4,우세목
강원도,평창군,용평면,노동리,동부11,12.8,6.9,47.8,24.8,9.6,10.2,우세목
강원도,평창군,용평면,노동리,동부11,5.0,10.6,43.1,24.0,7.0,7.0,우세목
강원도,평창군,용평면,노동리,동부11,0.4,19.9,43.5,25.3,10.7,11.5,우세목
강원도,평창군,용평면,노동리,동부11,9.1,18.2,39.8,24.0,6.0,10.7,우세목
강원도,평창군,용평면,노동리,동부11,16.3,19.0,44.4,24.5,7.2,8.0,우세목
강원도,평창군,방림면,계촌리,동부12,1.0,0.5,49.0,26.0,5.6,7.8,우세목
강원도,평창군,방림면,계촌리,동부12,6.8,1.0,40.5,21.4,6.7,8.5,우세목
강원도,평창군,방림면,계촌리,동부12,11.7,3.6,42.1,24.2,7.6,7,우세목
강원도,평창군,방림면,계촌리,동부12,14.0,8.9,50.1,24.2,7.9,8.7,우세목
강원도,평창군,방림면,계촌리,동부12,17.1,15.0,50.6,22.1,6.8,9.3,우세목
강원도,평창군,방림면,계촌리,동부12,9.5,13.8,45.9,22.4,7.6,7.9,우세목
강원도,평창군,방림면,계촌리,동부12,11.5,19.8,39.2,20.7,7.6,10.2,준우세목
강원도,평창군,방림면,계촌리,동부12,1.0,19.5,55.0,22.9,9.1,9.2,우세목
강원도,평창군,미탄면,회동리,동부13,9.8,1.7,15.3,9.7,3.5,4.1,준우세목
강원도,평창군,미탄면,회동리,동부13,17.1,5.5,16.3,12.6,3.1,3.4,우세목
강원도,평창군,미탄면,회동리,동부13,12.6,5.3,20.3,11.6,4.8,5.2,우세목
강원도,평창군,미탄면,회동리,동부13,7.3,6.5,16.5,11.3,3.8,4.4,우세목
강원도,평창군,미탄면,회동리,동부13,4.9,5.5,24.4,10.0,3.6,5.4,준우세목
강원도,평창군,미탄면,회동리,동부13,10.3,7.5,20.7,11.3,5.7,5.6,우세목
강원도,평창군,미탄면,회동리,동부13,14.5,9.0,11.1,10.0,3.2,4,중간목
강원도,평창군,미탄면,회동리,동부13,4.5,8.8,12.2,9.7,4.6,4,중간목
강원도,평창군,미탄면,회동리,동부13,4.4,14.6,19.0,10.8,3.9,4.2,준우세목
강원도,평창군,미탄면,회동리,동부13,0.5,18.8,18.0,11.6,5.6,4.2,우세목
강원도,평창군,미탄면,회동리,동부13,3.8,18.1,15.0,10.7,4.4,3.8,준우세목
강원도,평창군,미탄면,회동리,동부13,7.8,17.5,12.1,9.3,2.6,3.4,중간목
강원도,평창군,미탄면,회동리,동부13,12.7,19.5,22.0,11.4,5.8,4.7,준우세목
강원도,평창군,미탄면,회동리,동부13,17.0,12.6,28.6,13.6,6.7,4.7,우세목
강원도,삼척시,하장면,중봉리,동부14,6.4,2.0,26.9,16.3,3.4,3.1,준우세목
강원도,삼척시,하장면,중봉리,동부14,13.7,1.7,30.9,17.4,3.2,4.6,준우세목
강원도,삼척시,하장면,중봉리,동부14,19.7,2.3,16.7,15.7,2.1,2.2,중간목
강원도,삼척시,하장면,중봉리,동부14,6.4,7.8,33.3,18.2,4.8,4.1,우세목
강원도,삼척시,하장면,중봉리,동부14,3.6,11.4,25.5,17.3,3.3,2.9,준우세목
강원도,삼척시,하장면,중봉리,동부14,2.8,13.5,36.9,18.4,4.3,5.8,우세목
강원도,삼척시,하장면,중봉리,동부14,5.1,15.2,20.3,16.9,3.7,3.8,중간목
강원도,삼척시,하장면,중봉리,동부14,8.4,18.9,38.8,20.2,5.1,5.4,준우세목
강원도,삼척시,하장면,중봉리,동부14,18.2,10.0,27.6,18.1,4.4,5.4,준우세목
강원도,삼척시,하장면,중봉리,동부14,13.3,19.3,14.0,12.5,2.7,2.3,피압목
강원도,삼척시,도계읍,흥전리,동부15,0.8,0.7,30.8,18.3,4.4,5.2,우세목
강원도,삼척시,도계읍,흥전리,동부15,19.5,7.8,19.3,14.5,2.8,3.7,준우세목
강원도,삼척시,도계읍,흥전리,동부15,17.5,8.2,21.2,16.0,3.1,5.1,준우세목
강원도,삼척시,도계읍,흥전리,동부15,15.3,10.8,22.7,16.2,3.6,3.1,준우세목
강원도,삼척시,도계읍,흥전리,동부15,12.9,17.3,26.4,18.1,5,4.8,준우세목
강원도,삼척시,도계읍,흥전리,동부15,16.6,19.4,26.9,18.9,5.8,5.8,준우세목
강원도,삼척시,도계읍,흥전리,동부15,6.9,16.6,32.9,18.1,7.4,5.9,준우세목
강원도,삼척시,도계읍,흥전리,동부15,4.7,20.0,22.5,13.6,4.1,4.3,피압목
강원도,삼척시,도계읍,흥전리,동부15,7.3,12.2,19.8,15.8,4.1,4.2,중간목
강원도,삼척시,도계읍,흥전리,동부15,1.1,4.8,27.5,18.8,4.3,4.6,준우세목
강원도,평창군,진부면,봉산리,동부01,3.9,7.9,20.1,12.3,4.2,4.6,준우세목
강원도,평창군,진부면,봉산리,동부01,19.2,5.3,17.5,12.5,4.7,3.2,준우세목
강원도,평창군,진부면,봉산리,동부01,2.7,4.4,23.4,12.8,5.4,6.3,우세목
강원도,평창군,진부면,봉산리,동부01,1.7,11.3,16.5,12.4,3.4,1.9,준우세목
강원도,평창군,진부면,봉산리,동부01,13.1,6.5,20.6,12,2.5,4.1,우세목
강원도,평창군,진부면,봉산리,동부01,17.4,7.4,19,13.1,4.5,3.8,우세목
강원도,평창군,진부면,봉산리,동부01,8.8,13.1,15.9,12,2.8,4.3,준우세목
강원도,평창군,진부면,봉산리,동부01,1.7,16.6,24.7,14,6.2,4.5,우세목
강원도,평창군,진부면,봉산리,동부01,2.9,18.2,21.7,13.7,3.7,4.7,우세목
강원도,평창군,진부면,봉산리,동부01,19.8,14.5,24.7,14.2,6.3,7.3,우세목
강원도,평창군,진부면,봉산리,동부01,11.4,2.8,18.9,13.7,1.4,1.6,우세목
강원도,평창군,진부면,봉산리,동부01,15.9,4,21.7,13.3,1.8,1.6,우세목
강원도,평창군,진부면,봉산리,동부01,5.8,1.8,14.4,10.5,1.4,1.1,우세목
강원도,평창군,진부면,봉산리,동부01,8.7,10.2,22.8,14.7,6,4.8,준우세목
강원도,평창군,진부면,봉산리,동부01,16.6,10.2,22.5,14.1,4.1,5.7,우세목
강원도,평창군,진부면,봉산리,동부01,19.9,8.1,21.1,14.5,2.7,2.4,우세목
강원도,평창군,진부면,봉산리,동부01,25.5,11.5,29.2,16,4.6,2.8,우세목
강원도,평창군,진부면,봉산리,동부01,16.6,12.9,24.8,13.5,4.6,3.8,우세목
강원도,평창군,진부면,봉산리,동부01,18.1,16.5,20.1,13.2,2.7,2.3,중간목
강원도,평창군,진부면,봉산리,동부01,22.5,19.1,23,14.4,2.1,1.9,중간목
강원도,영월군,상동읍,천평리,동부02,6.5,0.5,19,15,3.1,3.3,우세목
강원도,영월군,상동읍,천평리,동부02,9.9,2.2,19,16.8,2.3,2,준우세목
강원도,영월군,상동읍,천평리,동부02,0.6,10.8,24.6,17.4,4.2,4.5,우세목
강원도,영월군,상동읍,천평리,동부02,0.6,12.9,22.3,17.9,2.7,3.4,준우세목
강원도,영월군,상동읍,천평리,동부02,8.1,11.8,27.5,20.8,4.4,3.8,우세목
강원도,영월군,상동읍,천평리,동부02,14.2,11.2,13.1,15.1,2,2.2,준우세목
강원도,영월군,상동읍,천평리,동부02,14.2,11.3,18.2,16.4,2.3,1.7,준우세목
강원도,영월군,상동읍,천평리,동부02,14.3,15.3,16.5,17.3,1.8,1.5,준우세목
강원도,영월군,상동읍,천평리,동부02,4.7,14.7,13.2,14.8,1.8,1.9,피압목
강원도,영월군,상동읍,천평리,동부02,3,17.1,21.6,21.5,2,1.7,우세목
강원도,영월군,상동읍,천평리,동부02,6.4,19,25.8,21,5.7,5.5,우세목
강원도,영월군,상동읍,천평리,동부02,19.6,4.8,27.9,17.8,4.8,4.2,우세목
강원도,영월군,상동읍,천평리,동부02,28.2,16.5,30.7,20.1,6.2,5.8,우세목
강원도,영월군,상동읍,천평리,동부02,3.2,14,33.7,20.4,5.8,6,우세목
강원도,영월군,상동읍,천평리,동부02,13.3,12.8,21.3,18.2,5,5.6,우세목
강원도,영월군,상동읍,천평리,동부02,10.5,20.8,24.8,20.8,5.2,5,피압목
강원도,영월군,상동읍,천평리,동부02,14.1,20.3,23.9,20.3,3.8,5,중간목
강원도,영월군,상동읍,천평리,동부02,22.4,21.8,27.1,20.8,4.9,4.5,준우세목
강원도,영월군,상동읍,천평리,동부02,25.4,28.1,29.6,22.4,5.4,6.1,중간목
강원도,영월군,상동읍,천평리,동부02,11.3,30,17.9,20.4,2.8,3.5,중간목
강원도,영월군,상동읍,천평리,동부02,1.2,31.1,20.6,20.2,6.2,4.1,중간목
강원도,영월군,상동읍,구래리,동부03,10.5,1.7,18.4,10,3.4,3.8,중간목
강원도,영월군,상동읍,구래리,동부03,19,2.1,19.4,12.9,4.3,4.7,준우세목
강원도,영월군,상동읍,구래리,동부03,15.2,3.1,19.8,13.3,3.8,3.9,우세목
강원도,영월군,상동읍,구래리,동부03,0,10.4,21.7,14.9,5.2,5.8,우세목
강원도,영월군,상동읍,구래리,동부03,12,8.6,21.8,13.6,5.4,5.8,준우세목
강원도,영월군,상동읍,구래리,동부03,18,13.8,19.3,11.5,3.8,4.4,준우세목
강원도,영월군,상동읍,구래리,동부03,14,15,17,12.5,4.8,4.3,준우세목
강원도,영월군,상동읍,구래리,동부03,19,18.9,31.4,14,6.1,6.4,우세목
강원도,영월군,상동읍,구래리,동부03,6.5,14,18.7,16.7,4.6,4.9,우세목
강원도,영월군,상동읍,구래리,동부03,7,20,19.4,16.2,5.8,5.5,우세목
강원도,양양군,현북면,어성전리,동부04,2.5,1.4,18,12.8,4.4,5.1,준우세목
강원도,양양군,현북면,어성전리,동부04,7.5,0,17,13.9,3.8,3.6,준우세목
